orb_num,name,website,revenue_range,employee_range
13204057,Ebsco Industries,http://ebscoind.com,> 1B,"5,000 - 10,000"
12405498,Authenticom,http://authenticom.com,10M - 50M,50 - 200
11948177,Symbionce Financial Solutions,http://symbioncefinancial.com,1M - 10M,10 - 50
11351033,Beekeeper Group,http://beekeepergroup.com,1M - 10M,10 - 50
9247370,ABB India,http://abb.co.in,,
12032583,LifeSpan,http://lifespantechnology.com,1M - 10M,50 - 200
12429287,Swisscom,http://swisscom.com,> 1B,"> 10,000"
12962370,Terex,http://terex.com,> 1B,"> 10,000"
12301147,Slice of Lime,http://sliceoflime.com,1M - 10M,10 - 50
11815067,Prescient Edge,http://prescientedge.com,10M - 50M,10 - 50
12169140,Andersons,http://andersonsinc.com,> 1B,"1,000 - 5,000"
12945312,First Hospitality Group,http://fhginc.com,200M - 1B,"1,000 - 5,000"
11085826,Ammo Brothers,http://ammobros.com,10M - 50M,50 - 200
12767813,Blue Armor Security Services,http://bluearmorsecurity.com,1M - 10M,200 - 500
12161221,Patient Engagement Advisors,http://patientengagementadvisors.com,1M - 10M,50 - 200
7341751,A&I Fire and Water Restoration,http://ai-restoration.com,10M - 50M,10 - 50
12531428,Valeo,http://valeo.com,> 1B,"> 10,000"
16513090,Lincoln Electric Holdings,http://lincolnelectric.com,> 1B,"5,000 - 10,000"
13149218,Main Street Hub,http://mainstreethub.com,1M - 10M,50 - 200
12648800,SignTalk,http://signtalk.com,1M - 10M,10 - 50
12699888,LeadBridge,http://leadbridgepartners.com,1M - 10M,10 - 50
5436721,Meiji Yasuda Life Insurance,http://meijiyasuda.co.jp,> 1B,"> 10,000"
9824347,Prognos,http://prognosinc.com,1M - 10M,10 - 50
11326773,InfoFree,http://infofree.com,1M - 10M,50 - 200
12436129,Abound Resources,http://aboundresources.com,1M - 10M,10 - 50
12395634,Maxymiser,http://maxymiser.com,10M - 50M,200 - 500
7100800,Dongfang Electric,http://dongfang.com.cn,> 1B,"> 10,000"
11997123,Planes Companies,http://planescompanies.com,100M - 200M,200 - 500
11810019,Technical Resources International,http://tech-res.com,10M - 50M,50 - 200
12314089,Sabic,http://sabic.com,> 1B,"> 10,000"
11075714,Carolina Tree Care,http://carolinatree.com,10M - 50M,200 - 500
12665984,SaveOnResorts.com,http://saveonresorts.com,1M - 10M,50 - 200
12939197,Welltower,http://welltower.com,> 1B,200 - 500
8663554,Eemax,http://eemax.com,10M - 50M,50 - 200
9763154,Ruston Properties,http://rustonproperties.net,1M - 10M,10 - 50
12384918,Ads Direct Media,http://adsdirect.com,10M - 50M,10 - 50
8962275,Central Japan Railway,http://jr-central.co.jp,> 1B,"> 10,000"
11987247,Gazprom,http://gazprom.com,> 1B,"> 10,000"
12438384,Sanametrix,http://sanametrix.com,1M - 10M,10 - 50
8451867,Altra Industrial Motion Corp,http://altramotion.com,200M - 1B,"1,000 - 5,000"
12608284,C-4 Analytics,http://c-4analytics.com,1M - 10M,10 - 50
7473936,Taisei,http://taisei.co.jp,> 1B,"> 10,000"
12084399,Link Technologies,http://linktechconsulting.com,10M - 50M,50 - 200
9208447,Valeant Pharmaceuticals Intl Inc,http://valeant.com,> 1B,"> 10,000"
11749310,FranNet,http://frannet.com,10M - 50M,10 - 50
11883114,Westinghouse Air Brake Technologies,http://wabtec.com,> 1B,"> 10,000"
13125723,Alrosa,http://alrosa.ru,> 1B,
12447519,Jetpool,http://flyjetpool.com,1M - 10M,10 - 50
11935284,The TharpeRobbins Company,http://tharperobbins.com,100M - 200M,200 - 500
11880593,Lighthouse Technologies,http://lighthousetechnologies.com,1M - 10M,10 - 50
12166113,Balihoo,http://balihoo.com,10M - 50M,50 - 200
11814573,Truenorthlogic,http://truenorthlogic.com,10M - 50M,50 - 200
13016558,Vigon International,http://vigon.com,50M - 100M,50 - 200
11788658,Boston Consulting Group,http://bcg.com,> 1B,"5,000 - 10,000"
7380140,Qingdao Haier,http://haier.com,> 1B,"> 10,000"
12132540,Xilinx,http://xilinx.com,> 1B,"1,000 - 5,000"
919399,Component Supply,http://component-supply.com,1M - 10M,1 - 10
12345137,PulteGroup,http://pultegroupinc.com,> 1B,"1,000 - 5,000"
13121745,Taylor Creative,http://taylorcreativeinc.com,10M - 50M,10 - 50
13066076,Calypso St. Barth,http://calypsostbarth.com,50M - 100M,200 - 500
14353339,Synnex,http://synnex.com,> 1B,"> 10,000"
12681022,The Whitestone Group,http://whitestonegroup.us,10M - 50M,"1,000 - 5,000"
8364259,American Equity Investment,http://american-equity.com,> 1B,200 - 500
12808939,1st Oklahoma Construction,http://firstokconstruction.com,1M - 10M,1 - 10
13146376,Canadian Imperial Bank of Commerce (USA),http://cibc.com,> 1B,"> 10,000"
11332103,Smith & Nephew plc,http://smith-nephew.com,> 1B,"> 10,000"
11857153,Gilbane,http://gilbaneco.com,> 1B,"1,000 - 5,000"
11958497,Best Doctors,http://bestdoctors.com,100M - 200M,"500 - 1,000"
12521798,Customer Centricity,http://customercentricity.biz,1M - 10M,10 - 50
12066085,MeritCard,http://meritcard.com,10M - 50M,10 - 50
12524348,Reinfro,http://reinfro.com,1M - 10M,200 - 500
11780682,VitalSmarts,http://vitalsmarts.com,10M - 50M,50 - 200
12025469,Punjab National Bank,http://pnbindia.com,> 1B,"> 10,000"
10482025,H.B. Fuller,http://hbfuller.com,> 1B,"1,000 - 5,000"
12494584,Tenacity Solutions,http://tenacitysolutions.com,10M - 50M,50 - 200
11957968,Coton Colors,http://coton-colors.com,1M - 10M,10 - 50
13177172,Popular,http://popular.com,> 1B,"5,000 - 10,000"
11883426,Plexus Worldwide,http://plexusworldwide.com,100M - 200M,50 - 200
14829057,Energy Transfer Equity,http://energytransfer.com,> 1B,"> 10,000"
12637348,Bluefin Payment Systems,http://bluefin.com,50M - 100M,50 - 200
12497151,Oneok,http://oneok.com,> 1B,"1,000 - 5,000"
12526588,Driven Local,http://drivenlocal.com,1M - 10M,50 - 200
12932666,DeVry Education Group,http://devryeducationgroup.com,> 1B,"> 10,000"
12389549,Employer Flexible,http://employerflexible.com,200M - 1B,50 - 200
12642427,ABS Technology Architects,http://absnt.com,50M - 100M,50 - 200
13144127,Bank of Baroda,http://bankofbaroda.com,> 1B,"> 10,000"
13192936,Regions Financial,http://regions.com,> 1B,"> 10,000"
11075180,Oxbow,http://oxbow.com,> 1B,"1,000 - 5,000"
12518425,EasyJet,http://easyjet.com,> 1B,"5,000 - 10,000"
13218961,Old Republic International,http://oldrepublic.com,> 1B,"5,000 - 10,000"
9732488,Tier10,http://tier10.com,10M - 50M,50 - 200
8364619,Alligator Performance,http://alligatorperformance.com,10M - 50M,10 - 50
12539765,Securitas,http://securitasgroup.com,> 1B,"> 10,000"
16126638,Honeywell International,http://honeywell.com,> 1B,"> 10,000"
12455194,ITC,http://itcportal.com,> 1B,"> 10,000"
9564427,GNT Solutions,http://gntsolutions.com,1M - 10M,1 - 10
11070173,WBC Group,http://elivatefitness.com,50M - 100M,50 - 200
10214744,J.B. Hunt Transport Services,http://jbhunt.com,> 1B,"> 10,000"
12337526,TENS Rx,http://tensrx.com,1M - 10M,10 - 50
12987107,D.R. Horton,http://drhorton.com,> 1B,"5,000 - 10,000"
13006203,Aspen Dental,http://aspendental.com,200M - 1B,"5,000 - 10,000"
12773424,Shopkick,http://shopkick.com,10M - 50M,50 - 200
12012514,Honda Motor,http://world.honda.com,> 1B,"> 10,000"
13123661,CaixaBank,http://caixabank.com,> 1B,"> 10,000"
11353203,Bodybuilding.com,http://bodybuilding.com,200M - 1B,200 - 500
12527980,AVT Simulation,http://avtsim.com,10M - 50M,50 - 200
13050833,Jindal Steel & Power,http://jindalsteelpower.com,> 1B,"> 10,000"
11385527,Carolina Management Team,http://cmtcoatings.com,1M - 10M,10 - 50
12189958,SAWTST,http://sawtst.com,1M - 10M,10 - 50
10244291,Becton Dickinson,http://bd.com,> 1B,"> 10,000"
11100421,ICC Industries,http://iccindustries.com,> 1B,"1,000 - 5,000"
13229557,MACNAK Construction,http://macnak.com,10M - 50M,10 - 50
12288868,Formosa Petrochemical,http://fpcc.com.tw,> 1B,"5,000 - 10,000"
12251496,Alexander Technology Group,http://alexandertg.com,1M - 10M,10 - 50
9653315,Sun King Brewing Company,http://sunkingbrewing.com,1M - 10M,50 - 200
11544350,QDI Stone,http://qdistone.com,10M - 50M,10 - 50
12219672,NSR Solutions,http://nsrsolutions.com,10M - 50M,200 - 500
9849333,LLBH Private Wealth Management,http://llbhprivatewealthmanagement.com,1M - 10M,10 - 50
9568006,China Nonferrous Metal Mining,http://cnmc.com.cn,> 1B,"> 10,000"
12864033,Mela Capital Group,http://melacapitalgroup.com,1M - 10M,50 - 200
9572325,Bosch (Robert),http://bosch.com,> 1B,"> 10,000"
11070166,Perfect Bar,http://perfectbar.com,1M - 10M,10 - 50
9574800,China Southern Power Grid,http://csg.cn,> 1B,"> 10,000"
13091983,Buy PD,http://buypd.com,50M - 100M,50 - 200
13164695,Suntory Beverage & Food,http://suntory.co.jp,> 1B,"> 10,000"
11301436,UpSurge Media Group,http://upsurgemedia.com,1M - 10M,1 - 10
12773455,Bose,http://bose.com,> 1B,"5,000 - 10,000"
12613058,iDiscovery Solutions,http://idiscoverysolutions.com,10M - 50M,10 - 50
12043615,Oribe Hair Care,http://oribe.com,10M - 50M,50 - 200
10249362,Bravens,http://bravensinc.com,10M - 50M,50 - 200
8508883,Rosen's Diversified,http://rosensdiversifiedinc.com,> 1B,"1,000 - 5,000"
8299117,Saudi Investment Bank,http://saib.com.sa,200M - 1B,"1,000 - 5,000"
13007194,Rapid Recovery,http://raprec.com,10M - 50M,50 - 200
7371832,ICE Technologies,http://icetechnologies.com,1M - 10M,10 - 50
12450816,ExclusiveCPA,http://exclusivecpa.com,1M - 10M,1 - 10
12266220,Armor Protective Packaging,http://armorvci.com,10M - 50M,10 - 50
12786402,Alliance Adjustment Group,http://allianceadjustment.com,1M - 10M,10 - 50
7900027,EDM Americas,http://edmamericas.com,50M - 100M,"500 - 1,000"
11137769,Stemtech International,http://stemtech.com,50M - 100M,50 - 200
9768172,PDS Services,http://pdsstaffing.com,1M - 10M,200 - 500
11898270,Peugeot,http://psa-peugeot-citroen.com,> 1B,"> 10,000"
7370508,Adore Me,http://adoreme.com,1M - 10M,10 - 50
9247305,Dialog Group,http://dialogasia.com,,
11838935,Verma Systems,http://vermasystems.com,1M - 10M,10 - 50
11466257,Investment Professionals,http://invpro.com,50M - 100M,200 - 500
9247369,Orion,http://orionworld.com,,
11885115,Adesys,http://adesys.com,1M - 10M,10 - 50
7264573,Music City Tents & Events,http://musiccitytents.com,1M - 10M,50 - 200
8277020,Blom Bank,http://blom.com.lb,> 1B,"1,000 - 5,000"
10232827,Air Products & Chemicals,http://airproducts.com,> 1B,"> 10,000"
12270092,Grok,http://groknyc.com,1M - 10M,10 - 50
11407860,Registration Express Group,http://registrationexpressgroup.com,1M - 10M,10 - 50
12337916,Reliant Asset Management,http://rammodular.com,50M - 100M,50 - 200
12492019,Cleveland HeartLab,http://clevelandheartlab.com,10M - 50M,50 - 200
13250673,Relias Learning,http://reliaslearning.com,10M - 50M,200 - 500
12815952,Panera Bread,http://panerabread.com,> 1B,"> 10,000"
9508493,Allied Irish Banks,http://aibgroup.com,> 1B,"> 10,000"
9469226,Banca Popolare dell'Emilia,http://gruppobper.it,> 1B,"> 10,000"
7718111,Galp Energia,http://galpenergia.com,> 1B,"5,000 - 10,000"
9592549,NextLevel Practice,http://garykadi.com,1M - 10M,10 - 50
11763295,Travertine Mart,http://travertinemart.com,1M - 10M,1 - 10
5688289,Cattolica Assicurazioni,http://cattolica.it,> 1B,"1,000 - 5,000"
12101939,iCore Networks,http://icore.com,10M - 50M,50 - 200
11061608,China Eastern Airlines Corp. Ltd.,http://ceair.com,> 1B,"> 10,000"
12329531,"B&G Foods, Inc.",http://bgfoods.com,200M - 1B,"1,000 - 5,000"
11499870,PricewaterhouseCoopers,http://pwc.com,> 1B,"> 10,000"
13148255,iNET Interactive,http://inetinteractive.com,10M - 50M,10 - 50
12744828,Crunchy Logistics,http://crunchy.co,1M - 10M,10 - 50
13146369,Fuji Heavy Industries,http://fhi.co.jp,> 1B,"> 10,000"
7949237,ORIX Corporation,http://orix.co.jp,> 1B,"> 10,000"
12356949,CRM Manager,http://crm-manager.net,1M - 10M,10 - 50
12829473,Joule Energy,http://joule-energy.com,10M - 50M,50 - 200
12474479,Kolla Soft,http://kollasoft.com,1M - 10M,10 - 50
918609,Wolverine World Wide,http://wolverineworldwide.com,> 1B,"5,000 - 10,000"
11998519,GANTECH,http://gantech.net,10M - 50M,50 - 200
9532517,Vallourec,http://vallourec.fr,> 1B,"> 10,000"
13242434,AECOM,http://aecom.com,> 1B,"> 10,000"
13050468,KDDI,http://kddi.com,> 1B,"> 10,000"
12771921,SignUp4,http://signup4.com,1M - 10M,50 - 200
11969070,Zambezi,http://zambezi-la.com,10M - 50M,50 - 200
12961688,SAIC Motor,http://saicmotor.com,> 1B,"> 10,000"
7729331,Vopak,http://vopak.com,> 1B,"1,000 - 5,000"
12840316,Enertechnix,http://enertechnix.com,1M - 10M,10 - 50
7318587,Magna International,http://magna.com,> 1B,"> 10,000"
12361552,Temporary Housing Directory,http://temporaryhousingdirectory.com,50M - 100M,50 - 200
12262262,SHI International,http://shi.com,> 1B,"1,000 - 5,000"
12683903,EthiCare Advisors,http://ethicareadvisors.com,1M - 10M,10 - 50
12838555,JB Cosmetics,http://jbcosmetics.com,1M - 10M,10 - 50
12458094,Fulton Communications,http://fultoncommunications.com,10M - 50M,50 - 200
12284313,Blair Companies,http://blaircompanies.com,50M - 100M,200 - 500
13039058,The Clymb,http://theclymb.com,50M - 100M,50 - 200
11928910,SteelBridge Ventures Consulting,http://steelbridgeconsulting.com,1M - 10M,10 - 50
9816266,Bergan Paulsen,http://berganpaulsen.com,10M - 50M,50 - 200
8634924,TAQA,http://taqa.ae,> 1B,"1,000 - 5,000"
9611635,"Sturm, Ruger",http://ruger-firearms.com,200M - 1B,"1,000 - 5,000"
12553580,Linear Technology Corporation,http://linear.com,> 1B,"1,000 - 5,000"
11756699,Accelera Solutions,http://accelerasolutions.com,10M - 50M,50 - 200
13186631,OMRON,http://omron.com,> 1B,"> 10,000"
12746724,Tasting Table,http://tastingtable.com,1M - 10M,10 - 50
12623777,Pinnacle Promotions,http://pinnaclepromotions.com,10M - 50M,50 - 200
11857371,AvidXchange,http://avidxchange.com,10M - 50M,50 - 200
13017225,Hybrid Transit Systems,http://hybridtrans.com,10M - 50M,10 - 50
7358909,Kintetsu,http://kintetsu.jp,> 1B,"> 10,000"
12515266,Mitsubishi Estate,http://mec.co.jp,> 1B,"5,000 - 10,000"
51039829,Aspen Aerogels Inc,http://aerogel.com,100M - 200M,200 - 500
12042518,JM Family Enterprises,http://jmfamily.com,> 1B,"1,000 - 5,000"
9589162,America's Swimming Pool Company,http://asppoolco.com,10M - 50M,1 - 10
11217156,Banco Popular Espanol,http://bancopopular.es,> 1B,"> 10,000"
11379943,3Q Digital,http://3qdigital.com,1M - 10M,50 - 200
11217277,Banque Saudi Fransi,http://alfransi.com,> 1B,"1,000 - 5,000"
11000574,SINA,http://corp.sina.com.cn,,
12352666,InRule Technology,http://inrule.com,1M - 10M,10 - 50
12952876,Copier Fax Business Technologies,http://copierfaxbt.com,1M - 10M,10 - 50
14128856,Comerica,http://comerica.com,> 1B,"5,000 - 10,000"
11382116,Timberhorn,http://timberhorn.com,10M - 50M,50 - 200
12018356,Hobby Lobby Stores,http://hobbylobby.com,> 1B,"> 10,000"
51039720,TubeMogul Inc,http://tubemogul.com,100M - 200M,"500 - 1,000"
7445939,Banque nationale de Belgique,http://bnb.be,> 1B,"1,000 - 5,000"
12422601,Trissential,http://trissential.com,10M - 50M,50 - 200
9203579,United Overseas Bank,http://uobgroup.com,> 1B,"> 10,000"
11476044,Communitas Hospitality,http://communitashospitality.com,1M - 10M,50 - 200
12337969,Genworth Financial,http://genworth.com,> 1B,"1,000 - 5,000"
12191138,Michelin,http://michelin.com,> 1B,"> 10,000"
12082021,Pathfinders,http://pathfindersinc.net,1M - 10M,10 - 50
8478778,Bridger,http://bridgergroup.com,> 1B,50 - 200
15094862,Securian Financial Group,http://securian.com,> 1B,"1,000 - 5,000"
8962155,Nintendo,http://nintendo.co.jp,> 1B,"5,000 - 10,000"
12751536,Commercial Capital Training Group,http://commercialcapitaltraining.com,1M - 10M,10 - 50
12246682,JamPlay.com,http://jamplay.com,1M - 10M,10 - 50
12654197,Dixons Retail,http://dsgiplc.com,> 1B,"> 10,000"
11883558,RH Electronics,http://rhelectronics.com,1M - 10M,1 - 10
9784849,Rich Dealers,http://richdealers.com,1M - 10M,10 - 50
12186212,Valley Rubber,http://bigblackandugly.com,10M - 50M,50 - 200
12895029,"Hartford Financial Services Group, Inc.",http://thehartford.com,> 1B,"> 10,000"
8335860,Bank of Yokohama,http://boy.co.jp,> 1B,"1,000 - 5,000"
12781729,Proxy Personnel,http://proxypersonnel.com,1M - 10M,50 - 200
11543948,Young's Market,http://youngsmarket.com,> 1B,"1,000 - 5,000"
11140568,PAL General Engineering,http://palsd.com,10M - 50M,10 - 50
11479035,Burleson Orthodontics,http://burlesonsmile.com,1M - 10M,1 - 10
9735254,Scotwork,http://scotworkusa.com,1M - 10M,10 - 50
11217285,Daito Trust Construction,http://kentaku.co.jp,> 1B,"> 10,000"
12069115,CSG Creative,http://csgcreative.com,1M - 10M,10 - 50
12837778,Alturas Analytics,http://alturasanalytics.com,1M - 10M,10 - 50
12253950,MMY Consulting,http://mmyconsulting.com,10M - 50M,50 - 200
11389287,Hon Hai Precision Industry,http://foxconn.com,> 1B,"> 10,000"
12731423,Daley & Associates,http://daleyaa.com,10M - 50M,10 - 50
6736008,Hermès International,http://hermes-international.com,> 1B,"> 10,000"
11779149,MedPro Rx,http://medprorx.com,50M - 100M,10 - 50
13161360,Gudang Garam,http://gudanggaramtbk.com,> 1B,"> 10,000"
11537134,Xchange Software,http://xchangesoft.com,1M - 10M,50 - 200
12741489,EMKAY,http://emkay.com,200M - 1B,50 - 200
12104886,InQuicker,http://inquicker.com,1M - 10M,10 - 50
14419635,SCANA,http://scana.com,> 1B,"5,000 - 10,000"
9174449,Heico Corp,http://heico.com,> 1B,"1,000 - 5,000"
11217263,Inter Rao,http://interrao.ru,> 1B,"> 10,000"
12349971,Batteries Plus Bulbs,http://batteriesplus.com,200M - 1B,"500 - 1,000"
7446067,ShoeCenter.com,http://shoecenter.com,1M - 10M,10 - 50
13075511,Dongbu Insurance,http://idongbu.com,> 1B,"1,000 - 5,000"
12545755,Riviera Partners,http://rivierapartners.com,10M - 50M,50 - 200
10304436,Fisher/Unitech,http://funtech.com,10M - 50M,50 - 200
12807260,Marlin Network,http://marlinnetwork.com,10M - 50M,50 - 200
12686222,Prophet,http://prophet.com,100M - 200M,200 - 500
12170154,AcrobatAnt,http://acrobatant.us,1M - 10M,10 - 50
12222474,Access Media 3,http://am3inc.com,10M - 50M,200 - 500
12416516,Mary Kay,http://marykay.com,> 1B,"1,000 - 5,000"
9459819,Magnitogorsk Iron & Steel,http://mmk.ru,> 1B,"> 10,000"
12137381,3C Software,http://3csoftware.com,1M - 10M,10 - 50
12478549,Citic Securities,http://citics.com.hk,> 1B,"> 10,000"
8962182,China Steel,http://csc.com.tw,> 1B,"> 10,000"
5409642,Brilliance China Automotive Holdings,http://brillianceauto.com,200M - 1B,"5,000 - 10,000"
13121319,Kuwait Finance House,http://kfh.com,> 1B,"1,000 - 5,000"
13234464,a2z,http://a2zinc.net,1M - 10M,50 - 200
11573227,Carlson,http://carlson.com,> 1B,"> 10,000"
7658563,Cielo,http://cielo.com.br,> 1B,"> 10,000"
12797113,NVR,http://nvrinc.com,> 1B,"1,000 - 5,000"
12277626,Braxton Science & Technology Group,http://bstgllc.com,10M - 50M,50 - 200
11352953,Frontier Truck Gear,http://frontier-gear.com,1M - 10M,50 - 200
11328305,"GarbageMan, A Green Company",http://garbagemanusa.com,10M - 50M,10 - 50
12300484,BulkReefSupply.com,http://bulkreefsupply.com,10M - 50M,10 - 50
11956853,EPI Engineering,http://epiengineering.com,1M - 10M,10 - 50
12864764,URS,http://urs.com,> 1B,"> 10,000"
12520953,Coyote Logistics,http://coyote.com,> 1B,"1,000 - 5,000"
718384,IAC/InterActiveCorp,http://iac.com,> 1B,"1,000 - 5,000"
12350943,TruPay,http://trupay.com,1M - 10M,10 - 50
8997396,220 Marketing,http://220marketing.com,1M - 10M,10 - 50
11758446,Franklin Loan Center,http://franklinloancenter.com,10M - 50M,50 - 200
11557910,AZ Tech Finders,http://aztechfinders.com,1M - 10M,10 - 50
12871597,PVH,http://pvh.com,> 1B,"> 10,000"
11100690,Spreadshirt,http://spreadshirt.com,10M - 50M,50 - 200
10937688,New World Development,http://nwd.com.hk,> 1B,"> 10,000"
12771309,Insyght Interactive,http://insyght.com,10M - 50M,10 - 50
12228794,BuildASign.com,http://buildasign.com,10M - 50M,200 - 500
9247364,Kroton Educacional,http://kroton.com.br,,
9630924,Fine Designs,http://finedesigns.com,10M - 50M,200 - 500
12606692,Harbour Results,http://harbourresults.com,1M - 10M,1 - 10
12091463,Toshiba,http://toshiba.com,> 1B,"> 10,000"
9581049,Haris Design & Construction,http://harisdesign.com,10M - 50M,10 - 50
7100775,ATOS,http://atos.net,> 1B,"> 10,000"
11917053,Inilex,http://inilex.com,1M - 10M,10 - 50
